Nama Petshop,Alamat,No WA,Mitra,Kota,Google Maps Link,Latitude,Longitude,Distributor,Kurir
Petshop Zaki Solo,Surakarta,62895363465308,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Petshop%20Zaki%20Solo%20Surakarta,-7.5667,110.8167,Pusat,
Petshop Zalina Cat House Malang,Malang,6285855559471,Tidak,Malang,https://www.google.com/maps/search/?api=1&query=Petshop%20Zalina%20Cat%20House%20Malang%20Malang,-7.9797,112.6304,Pusat,
Petshop Zen Cilegon,Cilegon,6287808351167,Tidak,Cilegon,https://www.google.com/maps/search/?api=1&query=Petshop%20Zen%20Cilegon%20Cilegon,-6.0167,106.05,Pusat,
Petshop Zeon Bogor,Bogor,62817897234,Tidak,Bogor,https://www.google.com/maps/search/?api=1&query=Petshop%20Zeon%20Bogor%20Bogor,-6.5971,106.806,Pusat,
Petshop Zia And Care Pokoh Wonogiri Jawa Tengah,Jakarta Pusat,6285729721430,Tidak,Jakarta Pusat,https://www.google.com/maps/search/?api=1&query=Petshop%20Zia%20And%20Care%20Pokoh%20Wonogiri%20Jawa%20Tengah%20Jakarta%20Pusat,-6.186481,106.834091,Pusat,
Petshop Zid Bengkulu,Bengkulu,6281368921342,Tidak,Bengkulu,https://www.google.com/maps/search/?api=1&query=Petshop%20Zid%20Bengkulu%20Bengkulu,-3.7956,102.2656,Pusat,
Petshop Ziepet Sidoarjo Jawa Timur,Sidoarjo,6289695922474,Tidak,Sidoarjo,https://www.google.com/maps/search/?api=1&query=Petshop%20Ziepet%20Sidoarjo%20Jawa%20Timur%20Sidoarjo,-7.4478,112.7183,Pusat,
Petshop Zifana Cat House Surakarta Jawa Tengah,Surakarta,6281804577500,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Petshop%20Zifana%20Cat%20House%20Surakarta%20Jawa%20Tengah%20Surakarta,-7.5667,110.8167,Pusat,
Petshop Zigi Cat Palu Sulawesi Tengah,Palu,6282271481844,Tidak,Palu,https://www.google.com/maps/search/?api=1&query=Petshop%20Zigi%20Cat%20Palu%20Sulawesi%20Tengah%20Palu,-0.8917,119.8707,Pusat,
Petshop Zoan Pet Care Depok,Depok,6285740376568,Tidak,Depok,https://www.google.com/maps/search/?api=1&query=Petshop%20Zoan%20Pet%20Care%20Depok%20Depok,-6.4025,106.7942,Pusat,
Petshop Zoe Kp. Olo Padang Sumatra Barat,Padang,6281289583681,Tidak,Padang,https://www.google.com/maps/search/?api=1&query=Petshop%20Zoe%20Kp.%20Olo%20Padang%20Sumatra%20Barat%20Padang,-0.9478,100.4172,Pusat,
Petshop Zona Banjarmasin,Banjarmasin,6285787369070,Tidak,Banjarmasin,https://www.google.com/maps/search/?api=1&query=Petshop%20Zona%20Banjarmasin%20Banjarmasin,-3.3167,114.59,Pusat,
Petshop Zou Purwakarta,Purwakarta,6282298376218,Tidak,Purwakarta,https://www.google.com/maps/search/?api=1&query=Petshop%20Zou%20Purwakarta%20Purwakarta,-6.5569,107.4428,Pusat,
Petshop&Praktek Drh. Ruddyanto,Ruddyanto,628123565953,Tidak,Ruddyanto,https://www.google.com/maps/search/?api=1&query=Petshop%26Praktek%20Drh.%20Ruddyanto%20Ruddyanto,,,Pusat,
Petshopku Depok,Depok,6282311882300,Tidak,Depok,https://www.google.com/maps/search/?api=1&query=Petshopku%20Depok%20Depok,-6.4025,106.7942,Pusat,
PetshopKu Gresik,Gresik,6285746550711,Tidak,Gresik,https://www.google.com/maps/search/?api=1&query=PetshopKu%20Gresik%20Gresik,-7.1592,112.6569,Pusat,
Petto Petshop Sunter Jakarta Utara,Jakarta Utara,6281315817058,Tidak,Jakarta Utara,https://www.google.com/maps/search/?api=1&query=Petto%20Petshop%20Sunter%20Jakarta%20Utara%20Jakarta%20Utara,-6.121435,106.885681,Pusat,
Petung Petshop Makassar,Macassar,6281253920933,Tidak,Macassar,https://www.google.com/maps/search/?api=1&query=Petung%20Petshop%20Makassar%20Macassar,-5.1478,119.4328,Pusat,
Petzone Petshop Boyolali,Boyolali,628816542209,Tidak,Boyolali,https://www.google.com/maps/search/?api=1&query=Petzone%20Petshop%20Boyolali%20Boyolali,-7.5333,110.6,Pusat,
PetZone Petshop Pekalongan,Pekalongan,628112777190,Tidak,Pekalongan,https://www.google.com/maps/search/?api=1&query=PetZone%20Petshop%20Pekalongan%20Pekalongan,-6.8886,109.6753,Pusat,
Petzy Petshop Mojoroto Kediri,Kediri,6285731603109,Tidak,Kediri,https://www.google.com/maps/search/?api=1&query=Petzy%20Petshop%20Mojoroto%20Kediri%20Kediri,-7.8167,112.0167,Pusat,
Phoenix Petshop 2 Jakarta,Jakarta,6281908082155,Tidak,Jakarta,https://www.google.com/maps/search/?api=1&query=Phoenix%20Petshop%202%20Jakarta%20Jakarta,-6.2088,106.8456,Pusat,
Phoenix Petshop Jakarta Timur,Jakarta Timur,6287772424750,Tidak,Jakarta Timur,https://www.google.com/maps/search/?api=1&query=Phoenix%20Petshop%20Jakarta%20Timur%20Jakarta%20Timur,-6.225014,106.900447,Pusat,
Piko Petshop Buduran Sidoarjo,Sidoarjo,6282332473270,Tidak,Sidoarjo,https://www.google.com/maps/search/?api=1&query=Piko%20Petshop%20Buduran%20Sidoarjo%20Sidoarjo,-7.4478,112.7183,Pusat,
Piko Petshop Purbalingga,Purbalingga,6281327156789,Tidak,Purbalingga,https://www.google.com/maps/search/?api=1&query=Piko%20Petshop%20Purbalingga%20Purbalingga,-7.3875,109.3625,Pusat,
Pilus Mau Buka Petshop Semarang,Semarang,628175454345,Tidak,Semarang,https://www.google.com/maps/search/?api=1&query=Pilus%20Mau%20Buka%20Petshop%20Semarang%20Semarang,-6.9667,110.4167,Pusat,
Pioneer Pet Care Tegal,Tegal,6281911667707,Tidak,Tegal,https://www.google.com/maps/search/?api=1&query=Pioneer%20Pet%20Care%20Tegal%20Tegal,-6.8667,109.1333,Pusat,
Pipiiiw Petshop Banten,Pipiiiw,6285282668166,Tidak,Pipiiiw,https://www.google.com/maps/search/?api=1&query=Pipiiiw%20Petshop%20Banten%20Pipiiiw,,,Pusat,
Pitstop Petshop Jakarta,Jakarta,6285959125511,Tidak,Jakarta,https://www.google.com/maps/search/?api=1&query=Pitstop%20Petshop%20Jakarta%20Jakarta,-6.2088,106.8456,Pusat,
Piwi Petshop Lampung,Lampung,6282176816399,Tidak,Lampung,https://www.google.com/maps/search/?api=1&query=Piwi%20Petshop%20Lampung%20Lampung,-5.3972,105.2667,Pusat,
Planet Petshop Pringlangu Pekalongan,Pekalongan,6283842031001,Tidak,Pekalongan,https://www.google.com/maps/search/?api=1&query=Planet%20Petshop%20Pringlangu%20Pekalongan%20Pekalongan,-6.8886,109.6753,Pusat,
Planet Petshop Sidoarjo,Sidoarjo,6281235006099,Tidak,Sidoarjo,https://www.google.com/maps/search/?api=1&query=Planet%20Petshop%20Sidoarjo%20Sidoarjo,-7.4478,112.7183,Pusat,
Platinum Petshop Banda Aceh,Banda Aceh,6281264217725,Tidak,Banda Aceh,https://www.google.com/maps/search/?api=1&query=Platinum%20Petshop%20Banda%20Aceh%20Banda%20Aceh,5.55,95.3167,Pusat,
Pochi Petshop Sby,Surabaya,6282335408377,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Pochi%20Petshop%20Sby%20Surabaya,-7.2575,112.7521,Pusat,
Pochi Petshop Surabayaa,Surabaya,6283128292449,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Pochi%20Petshop%20Surabayaa%20Surabaya,-7.2575,112.7521,Pusat,
Podjok Petshop Depok,Depok,6281213300908,Tidak,Depok,https://www.google.com/maps/search/?api=1&query=Podjok%20Petshop%20Depok%20Depok,-6.4025,106.7942,Pusat,
Pom Pom Petshop N Care Magelang,Magelang,6285702651001,Tidak,Magelang,https://www.google.com/maps/search/?api=1&query=Pom%20Pom%20Petshop%20N%20Care%20Magelang%20Magelang,-7.4722,110.2197,Pusat,
Pondok Pinang Petshop Jaksel,Jakarta Selatan,6281317368383,Tidak,Jakarta Selatan,https://www.google.com/maps/search/?api=1&query=Pondok%20Pinang%20Petshop%20Jaksel%20Jakarta%20Selatan,-6.261493,106.8106,Pusat,
Pono Petshop & Clinic Bekasi,Bekasi,6282387421257,Tidak,Bekasi,https://www.google.com/maps/search/?api=1&query=Pono%20Petshop%20%26%20Clinic%20Bekasi%20Bekasi,-6.2383,106.9756,Pusat,
Ponorogo Petshop Jatim,Ponorogo,6281234241171,Tidak,Ponorogo,https://www.google.com/maps/search/?api=1&query=Ponorogo%20Petshop%20Jatim%20Ponorogo,-7.8667,111.4667,Pusat,
Popeye Petshop Mojokerto,Mojokerto,6285785581701,Tidak,Mojokerto,https://www.google.com/maps/search/?api=1&query=Popeye%20Petshop%20Mojokerto%20Mojokerto,-7.4722,112.4381,Pusat,
Popo Petshop Palangkaraya Kalteng,Palangkaraya,6285172071706,Tidak,Palangkaraya,https://www.google.com/maps/search/?api=1&query=Popo%20Petshop%20Palangkaraya%20Kalteng%20Palangkaraya,-2.2083,113.9167,Pusat,
Popop Petshop Sidoarjo,Sidoarjo,6281330455443,Tidak,Sidoarjo,https://www.google.com/maps/search/?api=1&query=Popop%20Petshop%20Sidoarjo%20Sidoarjo,-7.4478,112.7183,Pusat,
Poppy Petshop Trenggalek Jatim,Trenggalek,6285231993410,Tidak,Trenggalek,https://www.google.com/maps/search/?api=1&query=Poppy%20Petshop%20Trenggalek%20Jatim%20Trenggalek,-8.05,111.7,Pusat,
Pradika Petshop 1,Pradika,628993323522,Tidak,Pradika,https://www.google.com/maps/search/?api=1&query=Pradika%20Petshop%201%20Pradika,,,Pusat,
Pradika Rabit Petshop Vet & Care Surabaya,Surabaya,6289657470000,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Pradika%20Rabit%20Petshop%20Vet%20%26%20Care%20Surabaya%20Surabaya,-7.2575,112.7521,Pusat,
Praktek Drh Mayudha Vet Care Pangandaran,Pangandaran,6281511652997,Tidak,Pangandaran,https://www.google.com/maps/search/?api=1&query=Praktek%20Drh%20Mayudha%20Vet%20Care%20Pangandaran%20Pangandaran,,,Pusat,
Praktek Drh Sunshine Pet Vet Sleman,Sleman,62817269116,Tidak,Sleman,https://www.google.com/maps/search/?api=1&query=Praktek%20Drh%20Sunshine%20Pet%20Vet%20Sleman%20Sleman,-7.7214,110.3644,Pusat,
Prakusya Petshop Barito Utara Kalimantan Tengah,Kalimantan,6285389545454,Tidak,Kalimantan,https://www.google.com/maps/search/?api=1&query=Prakusya%20Petshop%20Barito%20Utara%20Kalimantan%20Tengah%20Kalimantan,,,Pusat,
PRIGEN PETSHOP 1,Jakarta Pusat,6285775775270,Tidak,Jakarta Pusat,https://www.google.com/maps/search/?api=1&query=PRIGEN%20PETSHOP%201%20Jakarta%20Pusat,-6.186481,106.834091,Pusat,
Prigen Petshop 2 Pasuruan,Pasuruan,6282228332743,Tidak,Pasuruan,https://www.google.com/maps/search/?api=1&query=Prigen%20Petshop%202%20Pasuruan%20Pasuruan,-7.6433,112.9075,Pusat,
Prima Pet Care Jakarta,Jakarta,6281296794051,Tidak,Jakarta,https://www.google.com/maps/search/?api=1&query=Prima%20Pet%20Care%20Jakarta%20Jakarta,-6.2088,106.8456,Pusat,
Prima Petshop Banjarmasin,Banjarmasin,625113267879,Tidak,Banjarmasin,https://www.google.com/maps/search/?api=1&query=Prima%20Petshop%20Banjarmasin%20Banjarmasin,-3.3167,114.59,Pusat,
Prima Petshop Cirebon,Cirebon,6287829822929,Tidak,Cirebon,https://www.google.com/maps/search/?api=1&query=Prima%20Petshop%20Cirebon%20Cirebon,-6.732,108.552,Pusat,
Primavet Jember,Jember,6281336123711,Tidak,Jember,https://www.google.com/maps/search/?api=1&query=Primavet%20Jember%20Jember,-8.1724,113.6983,Pusat,
Prince Petshop Sulawesi Utara,Sulawesi,6282282236598,Tidak,Sulawesi,https://www.google.com/maps/search/?api=1&query=Prince%20Petshop%20Sulawesi%20Utara%20Sulawesi,,,Pusat,
Princess Kitty Petshop Balikpapan,Balikpapan,62811549090,Tidak,Balikpapan,https://www.google.com/maps/search/?api=1&query=Princess%20Kitty%20Petshop%20Balikpapan%20Balikpapan,-1.265,116.83,Pusat,
Prins Petshop Sukoharjo Jateng,Sukoharjo,6285290908325,Tidak,Sukoharjo,https://www.google.com/maps/search/?api=1&query=Prins%20Petshop%20Sukoharjo%20Jateng%20Sukoharjo,-7.6833,110.8333,Pusat,
Probolinggo Pet Care,Probolinggo,6282229383774,Tidak,Probolinggo,https://www.google.com/maps/search/?api=1&query=Probolinggo%20Pet%20Care%20Probolinggo,-7.75,113.2167,Pusat,
Provet Vet Clinic Yogyakarta,Jakarta Pusat,6282388042381,Tidak,Jakarta Pusat,https://www.google.com/maps/search/?api=1&query=Provet%20Vet%20Clinic%20Yogyakarta%20Jakarta%20Pusat,-6.186481,106.834091,Pusat,
Pubi Petshop & Grooming Nganjuk,Nganjuk,6282132939339,Tidak,Nganjuk,https://www.google.com/maps/search/?api=1&query=Pubi%20Petshop%20%26%20Grooming%20Nganjuk%20Nganjuk,-7.6,111.9,Pusat,
Purchasing Haney Petshop Jombang,Jombang,6281323745593,Tidak,Jombang,https://www.google.com/maps/search/?api=1&query=Purchasing%20Haney%20Petshop%20Jombang%20Jombang,-7.55,112.2333,Pusat,
Purchasing King Petshop Surakarta,Surakarta,62819877721,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Purchasing%20King%20Petshop%20Surakarta%20Surakarta,-7.5667,110.8167,Pusat,
Purchasing Raja Petshop Surabaya,Surabaya,6289651968899,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Purchasing%20Raja%20Petshop%20Surabaya%20Surabaya,-7.2575,112.7521,Pusat,
Pus Pus Petshop Sragen Jateng,Sragen,6281326714082,Tidak,Sragen,https://www.google.com/maps/search/?api=1&query=Pus%20Pus%20Petshop%20Sragen%20Jateng%20Sragen,-7.4267,111.02,Pusat,
Pushy Petshop Sragen Jawa Tengah,Sragen,6281335268400,Tidak,Sragen,https://www.google.com/maps/search/?api=1&query=Pushy%20Petshop%20Sragen%20Jawa%20Tengah%20Sragen,-7.4267,111.02,Pusat,
Putra Yudha Petshop & Klinik Hewan Bekasi,Bekasi,6285215764210,Tidak,Bekasi,https://www.google.com/maps/search/?api=1&query=Putra%20Yudha%20Petshop%20%26%20Klinik%20Hewan%20Bekasi%20Bekasi,-6.2383,106.9756,Pusat,
Qitana Petshop Boyolali Jateng,Boyolali,62895622283343,Tidak,Boyolali,https://www.google.com/maps/search/?api=1&query=Qitana%20Petshop%20Boyolali%20Jateng%20Boyolali,-7.5333,110.6,Pusat,
Qitmir Petshop Sragen,Sragen,6285725550568,Tidak,Sragen,https://www.google.com/maps/search/?api=1&query=Qitmir%20Petshop%20Sragen%20Sragen,-7.4267,111.02,Pusat,
Qitmir Petshop Sragen Jawa Tengah,Sragen,6281575435100,Tidak,Sragen,https://www.google.com/maps/search/?api=1&query=Qitmir%20Petshop%20Sragen%20Jawa%20Tengah%20Sragen,-7.4267,111.02,Pusat,
Queen Belopa Petshop Luwu Sulsel,Luwu,6282290403900,Tidak,Luwu,https://www.google.com/maps/search/?api=1&query=Queen%20Belopa%20Petshop%20Luwu%20Sulsel%20Luwu,,,Pusat,
Queen Care Animal Bogor,Bogor,628126955311,Tidak,Bogor,https://www.google.com/maps/search/?api=1&query=Queen%20Care%20Animal%20Bogor%20Bogor,-6.5971,106.806,Pusat,
Queen Petshop Bali,Queen,6285792829317,Tidak,Queen,https://www.google.com/maps/search/?api=1&query=Queen%20Petshop%20Bali%20Queen,,,Pusat,
Queen Petshop Jember,Jember,6282332753574,Tidak,Jember,https://www.google.com/maps/search/?api=1&query=Queen%20Petshop%20Jember%20Jember,-8.1724,113.6983,Pusat,
Queen Petshop Kediri,Kediri,6283846366346,Tidak,Kediri,https://www.google.com/maps/search/?api=1&query=Queen%20Petshop%20Kediri%20Kediri,-7.8167,112.0167,Pusat,
Queen Petshop Klaten Jateng,Klaten,628164226972,Tidak,Klaten,https://www.google.com/maps/search/?api=1&query=Queen%20Petshop%20Klaten%20Jateng%20Klaten,-7.7028,110.6031,Pusat,
Queen Petshop Mojokerto,Mojokerto,6281259129023,Tidak,Mojokerto,https://www.google.com/maps/search/?api=1&query=Queen%20Petshop%20Mojokerto%20Mojokerto,-7.4722,112.4381,Pusat,
Queen Petshop Temanggung Jawa Tengah,Temanggung,6281388416144,Tidak,Temanggung,https://www.google.com/maps/search/?api=1&query=Queen%20Petshop%20Temanggung%20Jawa%20Tengah%20Temanggung,-7.3167,110.1833,Pusat,
Queen Taby Petshop Solo Jateng,Surakarta,6285602141790,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Queen%20Taby%20Petshop%20Solo%20Jateng%20Surakarta,-7.5667,110.8167,Pusat,
Queen's Petshop Magelang,Magelang,6285786028208,Tidak,Magelang,https://www.google.com/maps/search/?api=1&query=Queen's%20Petshop%20Magelang%20Magelang,-7.4722,110.2197,Pusat,
R n R Pet Care Banyuwangi,Banyuwangi,6281331357581,Tidak,Banyuwangi,https://www.google.com/maps/search/?api=1&query=R%20n%20R%20Pet%20Care%20Banyuwangi%20Banyuwangi,-8.2174,114.3678,Pusat,
RA Animals House Drh. Dwi Mutiara Indramayu,Mutiara,6285741574002,Tidak,Mutiara,https://www.google.com/maps/search/?api=1&query=RA%20Animals%20House%20Drh.%20Dwi%20Mutiara%20Indramayu%20Mutiara,,,Pusat,
Radiasi Petshop Bulukumba Sulsel,Bulukumba,6281343975405,Tidak,Bulukumba,https://www.google.com/maps/search/?api=1&query=Radiasi%20Petshop%20Bulukumba%20Sulsel%20Bulukumba,,,Pusat,
Raiden Petshop Jaktim,Jakarta Timur,6285389839998,Tidak,Jakarta Timur,https://www.google.com/maps/search/?api=1&query=Raiden%20Petshop%20Jaktim%20Jakarta%20Timur,-6.225014,106.900447,Pusat,
Rairin Petshop Banjarmasin,Banjarmasin,6281351691789,Tidak,Banjarmasin,https://www.google.com/maps/search/?api=1&query=Rairin%20Petshop%20Banjarmasin%20Banjarmasin,-3.3167,114.59,Pusat,
Raissa Petshop Surabaya,Surabaya,6281259828801,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Raissa%20Petshop%20Surabaya%20Surabaya,-7.2575,112.7521,Pusat,
Raja Petshop Surabaya Jatim,Surabaya,6281378168899,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Raja%20Petshop%20Surabaya%20Jatim%20Surabaya,-7.2575,112.7521,Pusat,
Rajawali Petshop Kudus Jawa Tengah,Kudus,6285701222677,Tidak,Kudus,https://www.google.com/maps/search/?api=1&query=Rajawali%20Petshop%20Kudus%20Jawa%20Tengah%20Kudus,-6.8083,110.8417,Pusat,
Rambad Vet Clinic Tangerang,Tangerang,62817273670,Tidak,Tangerang,https://www.google.com/maps/search/?api=1&query=Rambad%20Vet%20Clinic%20Tangerang%20Tangerang,-6.1783,106.6319,Pusat,
Ramdhan Petshop Bandung,Bandung,6281220545237,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=Ramdhan%20Petshop%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Rasya Petshop Limboto Sul Utara,Sul,6281341140040,Tidak,Sul,https://www.google.com/maps/search/?api=1&query=Rasya%20Petshop%20Limboto%20Sul%20Utara%20Sul,,,Pusat,
Ratna Petshop Klaten Jateng,Klaten,6281329682389,Tidak,Klaten,https://www.google.com/maps/search/?api=1&query=Ratna%20Petshop%20Klaten%20Jateng%20Klaten,-7.7028,110.6031,Pusat,
Ratna Petshop Klaten Jawa Tengah,Klaten,6285729999457,Tidak,Klaten,https://www.google.com/maps/search/?api=1&query=Ratna%20Petshop%20Klaten%20Jawa%20Tengah%20Klaten,-7.7028,110.6031,Pusat,
Ratu Jaya Petshop Jogja DIY,Yogyakarta,622747455500,Tidak,Yogyakarta,https://www.google.com/maps/search/?api=1&query=Ratu%20Jaya%20Petshop%20Jogja%20DIY%20Yogyakarta,,,Pusat,
Ratu Petshop Cikampek Jawa Barat,Cikampek,6289664660592,Tidak,Cikampek,https://www.google.com/maps/search/?api=1&query=Ratu%20Petshop%20Cikampek%20Jawa%20Barat%20Cikampek,,,Pusat,
Ratu Petshop Karawang,Karawang,628964660592,Tidak,Karawang,https://www.google.com/maps/search/?api=1&query=Ratu%20Petshop%20Karawang%20Karawang,-6.3,107.3,Pusat,
Ratu Petshop Madiun Jatim,Madiun,6281339804842,Tidak,Madiun,https://www.google.com/maps/search/?api=1&query=Ratu%20Petshop%20Madiun%20Jatim%20Madiun,-7.6298,111.5243,Pusat,
Ray Rainbow Petshop Pakujaya Tangerang,Tangerang,6281281059543,Tidak,Tangerang,https://www.google.com/maps/search/?api=1&query=Ray%20Rainbow%20Petshop%20Pakujaya%20Tangerang%20Tangerang,-6.1783,106.6319,Pusat,
Rayrainbow Petshop Tanggerang Jabar,Tangerang,6283899922037,Tidak,Tangerang,https://www.google.com/maps/search/?api=1&query=Rayrainbow%20Petshop%20Tanggerang%20Jabar%20Tangerang,-6.1783,106.6319,Pusat,
RC Petshop Grogol Jakarta Barat,Jakarta Barat,6281908170990,Tidak,Jakarta Barat,https://www.google.com/maps/search/?api=1&query=RC%20Petshop%20Grogol%20Jakarta%20Barat%20Jakarta%20Barat,-6.168329,106.75885,Pusat,
RD Cekli Petshop Solo,Surakarta,6285600244896,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=RD%20Cekli%20Petshop%20Solo%20Surakarta,-7.5667,110.8167,Pusat,
Red White Petshop Boyolali,Boyolali,6285799993350,Tidak,Boyolali,https://www.google.com/maps/search/?api=1&query=Red%20White%20Petshop%20Boyolali%20Boyolali,-7.5333,110.6,Pusat,
Redwolf Petshop Manado,Manado,6281999544699,Tidak,Manado,https://www.google.com/maps/search/?api=1&query=Redwolf%20Petshop%20Manado%20Manado,1.4889,124.8436,Pusat,
Reno Petshop Tangerang,Tangerang,6285772899300,Tidak,Tangerang,https://www.google.com/maps/search/?api=1&query=Reno%20Petshop%20Tangerang%20Tangerang,-6.1783,106.6319,Pusat,
RenVet Animal Clinic And Shop Bekasi,Bekasi,6281281417821,Tidak,Bekasi,https://www.google.com/maps/search/?api=1&query=RenVet%20Animal%20Clinic%20And%20Shop%20Bekasi%20Bekasi,-6.2383,106.9756,Pusat,
Revivo Vet Bandung,Bandung,628156211211,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=Revivo%20Vet%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Rex Petshop Klaten Jateng,Klaten,6282134322264,Tidak,Klaten,https://www.google.com/maps/search/?api=1&query=Rex%20Petshop%20Klaten%20Jateng%20Klaten,-7.7028,110.6031,Pusat,
RG Petshop Sukabumi,Sukabumi,628991436888,Tidak,Sukabumi,https://www.google.com/maps/search/?api=1&query=RG%20Petshop%20Sukabumi%20Sukabumi,-6.9244,106.9261,Pusat,
RG. Vet Petshop Depok,Depok,6282306424115,Tidak,Depok,https://www.google.com/maps/search/?api=1&query=RG.%20Vet%20Petshop%20Depok%20Depok,-6.4025,106.7942,Pusat,
RH Petshop Masamba,Masamba,6282377979978,Tidak,Masamba,https://www.google.com/maps/search/?api=1&query=RH%20Petshop%20Masamba%20Masamba,,,Pusat,
Richa Petshop Bondowoso,Bondowoso,6281336684545,Tidak,Bondowoso,https://www.google.com/maps/search/?api=1&query=Richa%20Petshop%20Bondowoso%20Bondowoso,-7.9133,113.8217,Pusat,
Ridho Animal Clinic Ogan Komering Ulu Sumsel,Ulu,6281328898230,Tidak,Ulu,https://www.google.com/maps/search/?api=1&query=Ridho%20Animal%20Clinic%20Ogan%20Komering%20Ulu%20Sumsel%20Ulu,-8.0667,111.9,Pusat,
Rimba Petshop Tangerang,Tangerang,6285814339686,Tidak,Tangerang,https://www.google.com/maps/search/?api=1&query=Rimba%20Petshop%20Tangerang%20Tangerang,-6.1783,106.6319,Pusat,
Rindu Poultry And Petshop Bandung,Bandung,62895377210307,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=Rindu%20Poultry%20And%20Petshop%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Ring Mandor Petshop Brebes,Brebes,6282223573219,Tidak,Brebes,https://www.google.com/maps/search/?api=1&query=Ring%20Mandor%20Petshop%20Brebes%20Brebes,-6.8667,109.0333,Pusat,
Riyu Petshop Surabaya,Surabaya,6281259822715,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Riyu%20Petshop%20Surabaya%20Surabaya,-7.2575,112.7521,Pusat,
Robo Petshop Jogja DIY,Yogyakarta,628562920330,Tidak,Yogyakarta,https://www.google.com/maps/search/?api=1&query=Robo%20Petshop%20Jogja%20DIY%20Yogyakarta,,,Pusat,
Roemi Petshop Yogyakarta,Roemi,62895402492910,Tidak,Roemi,https://www.google.com/maps/search/?api=1&query=Roemi%20Petshop%20Yogyakarta%20Roemi,,,Pusat,
Roger Petshop & Grooming Sukabumi,Sukabumi,6281399542506,Tidak,Sukabumi,https://www.google.com/maps/search/?api=1&query=Roger%20Petshop%20%26%20Grooming%20Sukabumi%20Sukabumi,-6.9244,106.9261,Pusat,
Roku Petshop Jakarta,Jakarta,6289643166272,Tidak,Jakarta,https://www.google.com/maps/search/?api=1&query=Roku%20Petshop%20Jakarta%20Jakarta,-6.2088,106.8456,Pusat,
Royal Pets Petshop Salatiga,Salatiga,6281338138445,Tidak,Salatiga,https://www.google.com/maps/search/?api=1&query=Royal%20Pets%20Petshop%20Salatiga%20Salatiga,-7.33,110.5,Pusat,
Royal Petshop & Care Jogja,Yogyakarta,6285641666453,Tidak,Yogyakarta,https://www.google.com/maps/search/?api=1&query=Royal%20Petshop%20%26%20Care%20Jogja%20Yogyakarta,,,Pusat,
Royal Petshop & Care Magelang,Magelang,6282136494470,Tidak,Magelang,https://www.google.com/maps/search/?api=1&query=Royal%20Petshop%20%26%20Care%20Magelang%20Magelang,-7.4722,110.2197,Pusat,
Royal Petshop & Care Sleman,Sleman,6283840682305,Tidak,Sleman,https://www.google.com/maps/search/?api=1&query=Royal%20Petshop%20%26%20Care%20Sleman%20Sleman,-7.7214,110.3644,Pusat,
Royal Petshop Bandung,Bandung,6281224140858,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=Royal%20Petshop%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Royal Petshop Manado,Manado,6285256443322,Tidak,Manado,https://www.google.com/maps/search/?api=1&query=Royal%20Petshop%20Manado%20Manado,1.4889,124.8436,Pusat,
Royal Petshop Medan,Medan,6282231434200,Tidak,Medan,https://www.google.com/maps/search/?api=1&query=Royal%20Petshop%20Medan%20Medan,3.5953,98.6722,Pusat,
Royal Petshop Surabaya,Surabaya,6281332825565,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Royal%20Petshop%20Surabaya%20Surabaya,-7.2575,112.7521,Pusat,
Royal Purple Vet Bandung,Bandung,62818101423,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=Royal%20Purple%20Vet%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Royals Petshop Gading Solo Jateng,Surakarta,62271666208,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Royals%20Petshop%20Gading%20Solo%20Jateng%20Surakarta,-7.5667,110.8167,Pusat,
Rumah Kucing Petshop Probolinggo,Probolinggo,6281232466347,Tidak,Probolinggo,https://www.google.com/maps/search/?api=1&query=Rumah%20Kucing%20Petshop%20Probolinggo%20Probolinggo,-7.75,113.2167,Pusat,
Rumah Petshop Solo,Surakarta,6282137321615,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Rumah%20Petshop%20Solo%20Surakarta,-7.5667,110.8167,Pusat,
